Maximum Temperature,Minimum Temperature,Temperature,Heat Index,Precipitation,Wind Speed,Wind Direction,Visibility,Cloud Cover,Relative Humidity
27,27,27,28.5,0,5.4,220,5,0,65.56
29,29,29,30.3,0,7.6,190,6,0,54.83
30.2,30.2,30.2,32.9,0,10.6,140,7,10,58.27
31.1,31.1,31.1,33.8,0,14.8,110,7,0,55.33
31,31,31,33,0,16.6,110,8,27.5,52.01
31.3,31.3,31.3,32.8,0,22.2,87,10,15,48.65
32.1,32.1,32.1,33.6,0,22.3,100,,0,46.19
31.1,31.1,31.1,31.9,0,22.3,100,,0,45.93
30.7,30.7,30.7,31.7,0,22.3,105,10,30,47.74
29,29,29,30.3,0,16.6,120,10,27.5,54.83
28,28,28,30.1,0,13,130,10,27.5,65.77
27.2,27.2,27.2,28.6,0,12.1,170,9,40,63.61
27,27,27,28.2,0,11.2,170,8,27.5,61.61
26,26,26,,0,3.6,,8,0,65.36
25.5,25.5,25.5,,0,7.4,285,6,20,71.21
25,25,25,,0,5.4,240,5,0,69.36
24,24,24,,0,9.4,250,5,0,78.35
24.2,24.2,24.2,,0,2.4,,5,13.3,75.67
23.1,23.1,23.1,,0,7.6,230,5,0,83.23
23,23,23,,0,5.4,250,5,0,78.21
23.2,23.2,23.2,,0,5.4,277,5,13.3,79.88
22.1,22.1,22.1,,0,7.6,270,5,0,83.11
22,22,22,,0,3.6,250,6,0,88.44
25.5,25.5,25.5,,0,4.7,140,5,40,76.19
28.1,28.1,28.1,29.3,0,14.8,170,9,30,58.12
29,29,29,30.8,0,14.8,130,10,27.5,58.35
30.2,30.2,30.2,32.7,0,11.2,130,10,35,57.38
31.1,31.1,31.1,33.8,0,9.4,130,10,30,55.33
32,32,32,34.9,0,14.8,80,10,27.5,52.27
32,32,32,35.2,0,16.6,63,10,35,53.35
31.1,31.1,31.1,32.5,0,22.3,60,10,30,48.89
31,31,31,32.4,0,18.4,100,10,27.5,48.88
31.2,31.2,31.2,32.2,0,21.7,97,10,31.7,46.16
29.1,29.1,29.1,30.9,0,14.8,100,10,30,58.36
29.1,29.1,29.1,31.4,0,16.6,120,10,30,62.07
28.3,28.3,28.3,30.4,0,11.2,160,10,35,62.88
27,27,27,28.5,0,9.4,220,10,27.5,65.56
26,26,26,,0,3.6,170,9,0,65.36
26.1,26.1,26.1,,0,9.4,210,8,20,72.86
25,25,25,,0,9.4,220,7,0,73.8
25,25,25,,0,7.6,270,7,0,73.8
24.5,24.5,24.5,,0,7.6,250,7,20,79.16
24,24,24,,0,5.4,240,7,0,78.35
23,23,23,,0,7.6,260,7,0,83.22
23.3,23.3,23.3,,0,5.4,220,6.3,13.3,79.56
23.1,23.1,23.1,,0,3.6,300,4,0,78.22
24,24,24,,0,0,0,5,0,83.34
25.8,25.8,25.8,,0,4.2,150,9,16.6,72.42
28.1,28.1,28.1,29.3,0,20.5,150,,0,58.12
29,29,29,30.3,0,16.6,130,10,27.5,54.83
30.9,30.9,30.9,33.1,0,13,130,10,40,53.61
31,31,31,32.4,0,13,110,10,27.5,48.88
32,32,32,34.2,0,16.6,70,10,27.5,49.14
31.7,31.7,31.7,33.3,0,18.5,70,10,45,47.86
31,31,31,32.4,0,20.5,90,10,27.5,48.88
31.1,31.1,31.1,31.9,0,20.5,90,10,30,45.93
31.1,31.1,31.1,33.3,0,20.4,90,10,48.3,52.36
29.1,29.1,29.1,30.9,0,16.6,120,10,30,58.36
29,29,29,32,0,11.2,130,10,27.5,65.98
27.7,27.7,27.7,30.4,0,11.2,103,10,48.3,73.21
27.1,27.1,27.1,28.6,0,1.8,120,10,30,65.57
26.1,26.1,26.1,,0,5.4,140,10,30,69.56
26.1,26.1,26.1,,0,10.6,260,10,48.3,70.72
25,25,25,,0,11.2,270,10,27.5,73.8
25,25,25,,0,7.6,240,8,0,73.8
24.2,24.2,24.2,,0,9.4,230,8,29.9,79.85
24,24,24,,0,9.4,280,8,0,78.35
24,24,24,,0,7.6,260,7,0,78.35
23.3,23.3,23.3,,0,8,240,7,26.6,83.6
22,22,22,,0,7.6,270,8,0,83.11
23,23,23,,0,7.6,280,8,0,83.22
24,24,24,,0,5.4,270,8,26.6,84.19
26,26,26,,0,1.8,,8,27.5,73.97
28,28,28,29.7,0,3.6,220,8,0,61.84
30,30,30,32.2,0,9.4,110,8,26.6,57.38
30,30,30,32.6,0,9.4,90,8,0,58.58
32,32,32,34.2,0,7.6,90,10,27.5,49.14
32,32,32,34.2,0,13,90,10,45,48.84
32,32,32,33.5,0,20.5,80,10,27.5,46.18
31,31,31,32.4,0,18.4,80,10,27.5,48.88
30.5,30.5,30.5,32.1,0,20.4,77,10,35,51.46
29,29,29,31.4,0,22.3,110,10,27.5,62.06
28,28,28,30.7,0,16.6,120,10,27.5,69.92
28.1,28.1,28.1,30.2,0,13,170,10,38.3,64.72
27,27,27,28.2,0,13,170,10,27.5,61.61
27,27,27,28.2,0,9.4,180,10,27.5,61.61
26.1,26.1,26.1,,0,11.2,203,8.7,38.3,70.29
26,26,26,,0,5.4,200,8,27.5,65.36
25,25,25,,0,3.6,230,8,27.5,69.36
24.3,24.3,24.3,,0,0,0,4.7,35,75.23
24,24,24,,0,7.6,290,7,27.5,73.63
24,24,24,,0,7.6,290,7,27.5,73.63
24.2,24.2,24.2,,0,0,0,5,35,75.67
,,,,0,,,,,
24,24,24,,0,3.6,30,5,27.5,78.35
26,26,26,,0,7.6,130,6,10,71.42
28,28,28,29.2,0,14.8,160,9,0,58.11
29,29,29,31.4,0,13,120,10,27.5,62.06
30.9,30.9,30.9,32.9,0,13,100,10,31.7,52.41
30,30,30,31.9,0,22.3,100,10,27.5,55.08
31,31,31,32.4,0,25.9,110,10,27.5,48.88
31.4,31.4,31.4,33,0,18.4,100,10,28.3,48.68
31,31,31,32.4,0,16.6,100,10,27.5,48.88
31,31,31,31.4,0,16.6,110,10,27.5,43.1
31.3,31.3,31.3,32,0,18.4,100,10,28.3,44.1
29,29,29,29.8,0,14.8,100,10,27.5,51.5
27,27,27,28.5,0,13,110,,0,65.56
28.2,28.2,28.2,30.1,0,14.8,120,10,15,62.52
27,27,27,28.8,0,18.4,130,,0,69.74
27,27,27,28.5,0,14.8,140,,0,65.56
26,26,26,,0,11.2,170,10,15,67.83
26,26,26,,0,5.4,180,,0,69.55
24,24,24,,0,5.4,230,,0,73.63
23.3,23.3,23.3,,0,11.2,250,10,15,74.45
23,23,23,,0,13,270,,0,78.21
22,22,22,,0,13,260,,0,83.11
22.2,22.2,22.2,,0,9.4,250,10,15,83.48
21,21,21,,0,1.8,270,,0,82.99
22,22,22,,0,5.4,240,,0,83.11
24,24,24,,0,5.4,260,,0,78.35
27,27,27,28.2,0,3.6,,,0,61.61
29,29,29,30.3,0,3.6,,,0,54.83
30.1,30.1,30.1,32.2,0,11.2,70,10,15,55.68
31,31,31,33.7,0,13,100,10,27.5,55.32
30,30,30,32.6,0,14.8,90,10,27.5,58.58
30.6,30.6,30.6,32.8,0,16.6,90,10,28.3,54.44
31,31,31,32.4,0,14.8,90,10,27.5,48.88
32,32,32,32.4,0,13,100,,0,40.59
31.4,31.4,31.4,30.8,0,18.4,90,10,15,35.16
30,30,30,30,0,16.6,100,,0,42.83
27,27,27,28.2,0,13,110,,0,61.61
27.5,27.5,27.5,29.3,0,14.8,120,10,15,65.28
26,26,26,,0,11.2,120,,0,69.55
,,,,0,,,,,
26.1,26.1,26.1,,0,1.2,,10,15,67.44
25,25,25,,0,5.4,240,,0,69.36
24,24,24,,0,11.2,260,8,0,73.63
23.2,23.2,23.2,,0,11.2,260,8,10,79.38
23,23,23,,0,9.4,240,7,0,78.21
22,22,22,,0,3.6,160,7,0,83.11
22.2,22.2,22.2,,0,5.4,230,7,10,83.82
22,22,22,,0,5.4,250,7,0,83.11
22,22,22,,0,0,0,7,0,83.11
24.9,24.9,24.9,,0,6.1,130,8,13.3,78.8
27,27,27,28.2,0,11.2,170,,0,61.61
29,29,29,30.3,0,18.4,120,,0,54.83
29.3,29.3,29.3,31.2,0,10.6,60,10,31.7,57.24
32,32,32,32,0,5.4,160,10,27.5,38.21
33,33,33,33,0,9.4,30,10,27.5,36.12
32.3,32.3,32.3,34,0,16.6,57,10,31.7,45.61
32,32,32,32.9,0,20.5,60,10,27.5,43.38
31,31,31,33,0,24.1,70,10,27.5,52.01
30.5,30.5,30.5,33.3,0,24.6,90,10,31.7,57.63
29,29,29,31.4,0,20.5,110,10,27.5,62.06
28,28,28,30.1,0,16.6,120,10,27.5,65.77
28,28,28,29.7,0,8.8,163,10,31.7,61.21
27,27,27,28.2,0,7.6,170,10,27.5,61.61
28,28,28,29.2,0,7.6,150,10,27.5,58.11
25.3,25.3,25.3,,0,8.8,227,10,35,73.85
25,25,25,,0,11.2,250,10,27.5,73.8
24,24,24,,0,9.4,250,10,27.5,73.63
24.1,24.1,24.1,,0,5.4,260,10,60,81.32
23,23,23,,0,9.4,270,10,27.5,78.21
,,,,0,,,,,
22.4,22.4,22.4,,0,6.8,270,10,45,83.5
22,22,22,,0,5.4,270,10,27.5,83.11
22,22,22,,0,5.4,310,10,27.5,88.44
24.2,24.2,24.2,,0,7.6,300,5,31.7,86.83
27,27,27,28.5,0,7.6,270,5,27.5,65.56
30,30,30,31.9,0,5.4,,6,27.5,55.08
30.2,30.2,30.2,31.1,0,11.2,60,10,35,48.37
29,29,29,30.3,0,14.8,80,10,27.5,54.83
31,31,31,32.4,0,16.6,110,10,27.5,48.88
31.4,31.4,31.4,32.3,0,16,97,10,35,45.25
32,32,32,32.9,0,16.6,100,10,27.5,43.38
32,32,32,32.4,0,18.4,110,10,27.5,40.72
31.3,31.3,31.3,32.5,0,14.8,113,10,28.3,46.58
29,29,29,30.8,0,18.4,100,10,27.5,58.35
28,28,28,30.7,0,20.5,120,,0,69.92
27.4,27.4,27.4,29.9,0,20.3,123,10,15,73.45
26,26,26,,0,9.4,130,8,0,65.36
26,26,26,,0,7.6,100,8,0,65.36
26.2,26.2,26.2,,0,1.2,,7.3,10,71.02
25,25,25,,0,9.4,280,7,0,73.8
24,24,24,,0,13,270,5,0,78.35
24.1,24.1,24.1,,0,11.2,273,5,10,75.66
23,23,23,,0,9.4,270,5,0,78.21
23,23,23,,0,5.4,190,5,0,78.21
22.7,22.7,22.7,,0,3.6,260,5,10,81.99
22,22,22,,0,0,0,5,0,83.11
23,23,23,,0,3.6,280,7,0,83.22
25,25,25,,0,6.1,167,7,10,75.33
28,28,28,29.7,0,9.4,130,,0,61.84
29,29,29,30.8,0,9.4,90,,0,58.35
30.8,30.8,30.8,32.5,0,13.6,127,10,28.3,51.1
31,31,31,31.4,0,14.8,120,10,27.5,43.1
31,31,31,31.9,0,18.4,90,10,27.5,45.91
31.3,31.3,31.3,32.9,0,20.5,90,10,35,48.57
32,32,32,32.9,0,24.1,90,10,27.5,43.38
30,30,30,30.8,0,25.9,100,10,27.5,48.62
30.2,30.2,30.2,31.8,0,33.5,100,10,31.7,52.57
29,29,29,30.8,0,22.3,110,10,30,58.35
28,28,28,30.1,0,16.6,110,10,27.5,65.77
29.1,29.1,29.1,31.2,0,18.4,100,10,30,60.56
28,28,28,30.1,0,16.6,110,9,0,65.77
27,27,27,28.5,0,16.6,110,9,0,65.56
27.1,27.1,27.1,29.4,0,11.2,130,9,10,73.71
26,26,26,,0,9.4,140,9,0,73.97
25,25,25,,0,5.4,160,8,0,73.8
24.4,24.4,24.4,,0,13,230,7,13.3,79.22
23,23,23,,0,9.4,260,7,0,83.22
23,23,23,,0,7.6,260,7,0,83.22
22.4,22.4,22.4,,0,3.6,220,7,13.3,84.02
22,22,22,,0,5.4,250,4,0,83.11
23,23,23,,0,7.6,270,4,0,83.22
24.9,24.9,24.9,,0,7.6,250,7,10,80.43
27,27,27,28.8,0,3.6,230,7,0,69.74
30,30,30,32.6,0,5.4,20,8,0,58.58
30.8,30.8,30.8,33,0,9.4,40,8,10,53.59
31,31,31,32.4,0,16.6,80,,0,48.88
32,32,32,31.6,0,16.6,80,,0,35.84
32.9,32.9,32.9,32.9,0,18.4,110,10,20,36.63
33,33,33,32.6,0,20.5,120,,0,33.88
32,32,32,31,0,27.7,100,10,27.5,31.48
32.1,32.1,32.1,31.7,0,26.5,100,10,45,35.34
29,29,29,30.3,0,20.5,120,10,27.5,54.83
28,28,28,29.7,0,20.5,110,10,27.5,61.84
27.4,27.4,27.4,29.5,0,12.4,117,10,38.3,69.11
27,27,27,28.8,0,11.2,120,10,27.5,69.74
27,27,27,28.8,0,5.4,130,8,27.5,69.74
26.1,26.1,26.1,,0,6.1,170,7,31.7,75.21
25,25,25,,0,0,0,7,27.5,73.8
24,24,24,,0,9.4,270,6,0,78.35
24,24,24,,0,14.2,263,5,31.7,84.2
23,23,23,,0,9.4,260,4,27.5,83.22
,,,,0,,,,,
22.3,22.3,22.3,,0,4.8,270,4,15,85.23
21,21,21,,0,9.4,290,5,27.5,88.35
23,23,23,,0,5.4,330,5,27.5,88.52
26.3,26.3,26.3,,0,5.4,160,7,10,73.56
28,28,28,29.7,0,7.6,160,8,27.5,61.84
30,30,30,32.6,0,11.2,160,8,0,58.58
30.9,30.9,30.9,32.2,0,21,120,9,13.3,48.54
32,32,32,34.9,0,18.4,100,9,0,52.27
32,32,32,33.5,0,18.4,70,9,0,46.18
32.2,32.2,32.2,33.5,0,18.4,90,10,31.7,44.62
32,32,32,33.5,0,22.3,90,10,27.5,46.18
32,32,32,32.9,0,29.5,90,10,27.5,43.38
31.3,31.3,31.3,32.9,0,22.3,100,10,30,48.57
29,29,29,30.8,0,16.6,90,,0,58.35
28,28,28,30.7,0,11.2,120,,0,69.92
28.1,28.1,28.1,30.1,0,9.4,150,10,15,63.8
27,27,27,28.5,0,9.4,180,,0,65.56
26,26,26,,0,0,0,,0,69.55
26,26,26,,0,9.4,220,10,15,70.85
25,25,25,,0,3.6,240,,0,69.36
24,24,24,,0,1.8,290,,0,73.63
25.1,25.1,25.1,,0,5.4,280,10,30,78.52
24,24,24,,0,1.8,320,,0,73.63
23,23,23,,0,,,,0,78.21
22.7,22.7,22.7,,0,5.4,300,10,15,82.5
22,22,22,,0,14.8,260,,0,83.11
22,22,22,,0,1.8,220,7,0,83.11
24.9,24.9,24.9,,0,5.4,280,8,10,75.16
27,27,27,28.5,0,5.4,,8,0,65.56
29,29,29,30.3,0,3.6,,7,0,54.83
30.7,30.7,30.7,33.6,0,5.4,120,7,50,57.66
31,31,31,33,0,13,110,9,0,52.01
31,31,31,32.4,0,16.6,70,,0,48.88
32.2,32.2,32.2,33,0,19.1,80,10,25,42.52
32,32,32,32.9,0,25.9,90,,0,43.38
32,32,32,33.5,0,25.9,100,,0,46.18
31.2,31.2,31.2,34.2,0,27.7,110,10,15,55.37
29,29,29,31.4,0,22.3,120,10,27.5,62.06
29,29,29,31.4,0,14.8,130,,0,62.06
28,28,28,29.7,0,11.2,160,10,20,62.85
27,27,27,28.2,0,13,170,,0,61.61
26,26,26,,0,3.6,,,0,65.36
25.3,25.3,25.3,,0,7.6,190,10,15,73.56
25,25,25,,0,9.4,210,,0,73.8
24,24,24,,0,9.4,250,,0,78.35
24.3,24.3,24.3,,0,3.6,240,10,15,75.69
24,24,24,,0,9.4,280,,0,73.63
23,23,23,,0,5.4,310,,0,78.21
23.3,23.3,23.3,,0,1.8,290,10,15,79.56
23,23,23,,0,1.8,,8,0,78.21
23,23,23,,0,3.6,,6,0,83.22
25,25,25,,0,8,283,5,13.3,78.66
28,28,28,29.7,0,3.6,,8,0,61.84
29,29,29,30.3,0,5.4,,9,0,54.83
30.2,30.2,30.2,31.8,0,13.6,153,9,13.3,52.57
31,31,31,33.7,0,14.8,90,,0,55.32
31,31,31,33,0,18.4,80,,0,52.01
31.3,31.3,31.3,33.4,0,16,87,10,35,51.34
31,31,31,32.4,0,20.5,80,10,27.5,48.88
31,31,31,33,0,20.5,90,10,27.5,52.01
30.4,30.4,30.4,33.3,0,22.2,110,10,35,58.67
29,29,29,31.4,0,18.4,110,10,27.5,62.06
28,28,28,30.1,0,14.8,120,10,27.5,65.77
28,28,28,29.8,0,13,140,10,45,63.26
27,27,27,28.5,0,9.4,160,,0,65.56
27,27,27,28.5,0,9.4,180,,0,65.56
25.3,25.3,25.3,,0,1.8,125,10,30,74.01
25,25,25,,0,9.4,250,,0,73.8
24,24,24,,0,11.2,240,,0,78.35
23.3,23.3,23.3,,0,4.8,230,10,25,79.56
23,23,23,,0,7.6,250,,0,78.21
,,,,0,,,,,
22.3,22.3,22.3,,0,5.4,240,10,25,84.01
22,22,22,,0,7.6,280,9,0,83.11
23,23,23,,0,7.6,260,9,0,83.22
24.9,24.9,24.9,,0,3.6,260,5,13.3,79.61
27,27,27,28.5,0,5.4,,5,0,65.56
28,28,28,29.7,0,5.4,110,6,0,61.84
30,30,30,32,0,6.1,130,10,31.7,55.32
31,31,31,33,0,9.4,150,10,27.5,52.01
31,31,31,33.7,0,16.6,90,10,27.5,55.32
31.2,31.2,31.2,33.5,0,19.1,93,10,31.7,52.92
31,31,31,32.4,0,20.5,80,10,27.5,48.88
31,31,31,32.4,0,22.3,90,10,27.5,48.88
31.2,31.2,31.2,31.4,0,17.2,100,10,31.7,41.37
30,30,30,30.4,0,14.8,90,10,27.5,45.64
28,28,28,29.2,0,16.6,110,9,0,58.11
27.6,27.6,27.6,29.8,0,12.4,107,9,31.7,69.14
27,27,27,28.8,0,11.2,140,8,0,69.74
26,26,26,,0,14.8,120,8,0,73.97
26.3,26.3,26.3,,0,13.6,120,7,13.3,74.79
25,25,25,,0,13,100,7,0,78.5
25,25,25,,0,5.4,170,7,0,73.8
24.1,24.1,24.1,,0,10,270,7,10,79.51
23,23,23,,0,7.6,250,5,0,83.22
23,23,23,,0,5.4,230,5,0,83.22
23.2,23.2,23.2,,0,5.4,270,5,30,85.85
22,22,22,,0,5.4,260,5,0,83.11
22,22,22,,0,7.6,270,5,0,88.44
24.9,24.9,24.9,,0,1.2,,5,10,75.47
27,27,27,28.5,0,1.8,,6,0,65.56
29,29,29,31.4,0,5.4,50,7,0,62.06
30,30,30,31.6,0,10.6,120,10,31.7,52.96
31,31,31,33,0,13,100,10,27.5,52.01
31,31,31,33,0,16.6,80,10,27.5,52.01
31.3,31.3,31.3,32.3,0,16,93,10,28.3,45.99
32,32,32,32.9,0,24.1,90,10,27.5,43.38
32,32,32,31.3,0,16.6,90,10,27.5,33.6
31,31,31,37.7,0,14.8,100,10,27.5,70.27
29,29,29,29.5,0,13,100,10,27.5,48.35
28,28,28,28.9,0,13,40,10,27.5,54.58
28.4,28.4,28.4,30.9,0,13,100,10,31.7,65.46
28,28,28,30.7,0,20.5,110,9,27.5,69.92
27,27,27,29.2,0,11.2,130,9,27.5,74.14
27,27,27,29.3,0,7.6,130,8,31.7,75.35
26,26,26,,0,5.4,200,8,0,78.64
25,25,25,,0,11.2,210,8,0,78.5
24.4,24.4,24.4,,0,9.4,240,7.3,13.3,79.22
24,24,24,,0,11.2,270,7,0,78.35
23,23,23,,0,13,280,7,0,83.22
23.3,23.3,23.3,,0,3.6,220,7,13.3,84.46
23,23,23,,0,5.4,240,5,0,83.22
23,23,23,,0,7.6,270,4,0,88.52
25.5,25.5,25.5,,0,1.8,280,4,16.6,80.67
28,28,28,29.7,0,1.8,120,5,0,61.84
28,28,28,30.1,0,11.2,130,7,0,65.77
30.2,30.2,30.2,32.3,0,9.4,120,7,16.6,55.46
30,30,30,32.6,0,13,110,8,27.5,58.58
31,31,31,33,0,14.8,90,10,27.5,52.01
31.4,31.4,31.4,33.6,0,18.4,90,10,38.3,51.58
31,31,31,32.4,0,20.5,80,10,27.5,48.88
30,30,30,31.3,0,14.8,70,10,27.5,51.76
30.3,30.3,30.3,32.4,0,10.6,87,10,38.3,54.6
30,30,30,30.8,0,13,100,10,27.5,48.62
29,29,29,30.8,0,18.4,100,10,27.5,58.35
28.4,28.4,28.4,30.8,0,21,93,10,45,65.45
28,28,28,30.1,0,20.5,70,10,27.5,65.77
27,27,27,28.5,0,14.8,90,10,27.5,65.56
26.5,26.5,26.5,,0,6.1,100,10,38.3,69.79
26,26,26,,0,5.4,150,10,27.5,69.55
25,25,25,,0,11.2,220,10,27.5,73.8
24.2,24.2,24.2,,0,3.6,230,8.7,38.3,79.68
24,24,24,,0,5.4,260,10,27.5,78.35
24,24,24,,0,0,0,10,27.5,78.35
24,24,24,,0,2.4,240,10,28.3,80.32
23,23,23,,0,5.4,260,5,0,78.21
23,23,23,,0,3.6,220,5,0,83.22
25.7,25.7,25.7,,0,7.6,130,5,13.3,75.45
28,28,28,30.1,0,11.2,130,6,0,65.77
,,,,0,,,,,
30.3,30.3,30.3,31.9,0,22.3,120,10,20,51.96
31,31,31,32.4,0,22.3,100,10,27.5,48.88
32,32,32,33.5,0,22.3,120,10,27.5,46.18
31.2,31.2,31.2,32.3,0,14.9,90,10,31.7,46.65
31,31,31,31.9,0,24.1,80,10,27.5,45.91
32,32,32,32.4,0,22.3,80,10,27.5,40.72
31,31,31,32,0,18.4,80,10,30,46.41
29,29,29,30.3,0,18.4,90,,0,54.83
28,28,28,30.1,0,18.4,100,,0,65.77
28.3,28.3,28.3,30.7,0,22.3,100,10,15,66.23
27,27,27,28.8,0,20.5,100,,0,69.74
27,27,27,28.8,0,14.8,100,,0,69.74
27.3,27.3,27.3,29.8,0,16.6,80,10,15,73.15
27,27,27,28.8,0,11.2,50,,0,69.74
27,27,27,29.2,0,14.8,70,,0,74.14
25,25,25,,0,13,250,10,15,80.12
24,24,24,,0,11.2,270,,0,78.35
24,24,24,,0,7.6,210,10,27.5,83.34
24,24,24,,0,9.4,250,10,15,80.81
,,,,0,,,,,
23,23,23,,0,7.6,270,,0,83.22
25.7,25.7,25.7,,0,5.4,240,8,10,75.76
28.1,28.1,28.1,29.7,0,3.6,,,0,61.85
,,,,0,,,,,
30.7,30.7,30.7,32.4,0,16.6,130,10,30,51.92
31,31,31,31.9,0,16.6,100,,0,45.91
31,31,31,33,0,20.5,90,,0,52.01
31.2,31.2,31.2,31.8,0,24.1,90,10,15,43.62
31,31,31,31.4,0,25.9,80,,0,43.1
31,31,31,31.4,0,24.1,90,,0,43.1
31.2,31.2,31.2,31.7,0,22.3,100,10,15,43.16
29,29,29,30.8,0,18.4,100,,0,58.35
28,28,28,29.2,0,14.8,120,10,27.5,58.11
28.2,28.2,28.2,30.1,0,14.8,110,10,20,62.78
27,27,27,28.8,0,13,110,,0,69.74
26,26,26,,0,11.2,100,,0,73.97
26.5,26.5,26.5,,0,7.6,120,10,20,73.46
26,26,26,,0,5.4,200,10,27.5,73.97
25,25,25,,0,9.4,250,,0,78.5
24.3,24.3,24.3,,0,13,260,8,10,83.03
,,,,0,,,,,
23,23,23,,0,11.2,250,10,27.5,83.22
23.2,23.2,23.2,,0,7.6,270,8,10,84.97
22,22,22,,0,5.4,260,7,0,83.11
23,23,23,,0,5.4,160,7,0,88.52
25.7,25.7,25.7,,0,0,0,5,3.3,79.88
29,29,29,30.8,0,3.6,,,0,58.35
30,30,30,31.9,0,5.4,,,0,55.08
30.7,30.7,30.7,33.4,0,3.6,,10,5,56.05
32,32,32,34.9,0,13,110,10,27.5,52.27
33,33,33,34,0,9.4,130,10,0,41
33,33,33,34,0,12.4,107,10,28.3,40.65
34,34,34,34.6,0,13,100,10,27.5,36.39
33,33,33,33,0,18.4,80,10,27.5,36.12
31.4,31.4,31.4,32.2,0,18.4,100,10,28.3,43.96
30,30,30,30.4,0,11.2,120,10,27.5,45.64
29,29,29,29.8,0,13,120,10,27.5,51.5
28.4,28.4,28.4,31.7,0,18.4,110,9,3.3,71.01
28,28,28,30.7,0,18.4,130,8,0,69.92
27,27,27,28.8,0,7.6,150,8,0,69.74
27,27,27,28.9,0,9.4,180,8,10,71.16
25,25,25,,0,11.2,340,7,0,78.5
24,24,24,,0,9.4,290,6,0,83.34
24.2,24.2,24.2,,0,11.2,190,6,16.6,83.87
24,24,24,,0,5.4,230,6,0,83.34
23,23,23,,0,9.4,270,6,0,83.22
23.4,23.4,23.4,,0,9.4,300,6,16.6,83.79
23,23,23,,0,7.6,260,5,0,83.22
24,24,24,,0,5.4,220,3,0,83.34
25.9,25.9,25.9,,0,6.8,290,5,10,79.42
29,29,29,31.4,0,3.6,,5,0,62.06
30,30,30,32.6,0,5.4,,7,0,58.58
31,31,31,34.2,0,11.8,77,9.3,28.3,57.05
32,32,32,35.8,0,14.8,80,10,27.5,55.56
33,33,33,34.6,0,11.2,90,10,27.5,43.65
33.2,33.2,33.2,34.9,0,18.4,110,10,28.3,43.51
33,33,33,33,0,14.8,90,10,27.5,36.12
33,33,33,33.5,0,13,40,10,27.5,38.49
33,33,33,33.5,0,15.4,63,10,28.3,38.49
31,31,31,31.9,0,20.5,90,10,27.5,45.91
29,29,29,30.3,0,16.6,100,9,27.5,54.83
29.4,29.4,29.4,32,0,14.8,117,8,21.7,62.02
29,29,29,32,0,13,140,8,27.5,65.98
28,28,28,30.7,0,11.2,120,8,27.5,69.92
27.1,27.1,27.1,29.1,0,10,153,6,3.3,70.19
26,26,26,,0,5.4,280,5,0,73.97
26,26,26,,0,3.6,,5,0,73.97
25.3,25.3,25.3,,0,7.6,270,5,3.3,75.07
25,25,25,,0,5.4,220,5,0,73.8
24,24,24,,0,13,270,5,0,83.34
24.2,24.2,24.2,,0,2.4,260,5,3.3,80.5
24,24,24,,0,5.4,270,5,0,78.35
24,24,24,,0,3.6,250,5,0,83.34
26,26,26,,0,5.4,247,7,10,75.03
28,28,28,30.1,0,5.4,130,9,0,65.77
29,29,29,31.4,0,7.6,110,9,0,62.06
31,31,31,34.9,0,10.6,83,10,35,60.62
31,31,31,34.6,0,13,90,10,27.5,58.81
32,32,32,36.8,0,13,80,10,27.5,59.04
33,33,33,35,0,15.4,53,10,31.7,45.04
33,33,33,33.5,0,18.4,60,10,27.5,38.49
33,33,33,33.5,0,18.4,60,10,27.5,38.49
32.2,32.2,32.2,33.3,0,13,60,10,31.7,43.62
30,30,30,31.9,0,11.2,110,10,27.5,55.08
30,30,30,32.6,0,11.2,130,10,27.5,58.58
29.3,29.3,29.3,32.6,0,14.8,123,10,35,66.03
28,28,28,30.1,0,16.6,100,10,27.5,65.77
28,28,28,30.7,0,16.6,120,10,27.5,69.92
27.4,27.4,27.4,29.6,0,8.2,117,10,35,69.54
27,27,27,28.8,0,7.6,200,10,27.5,69.74
26,26,26,,0,3.6,220,9,0,73.97
25.3,25.3,25.3,,0,10.3,240,9,16.6,78.71
25,25,25,,0,5.4,220,9,0,78.5
24,24,24,,0,7.6,250,9,0,83.34
24.3,24.3,24.3,,0,6.2,253,9,16.6,83.03
24,24,24,,0,0,0,9,0,78.35
24,24,24,,0,0,0,9,0,83.34
26.8,26.8,26.8,28.6,0,3,100,10,20,71.86
29,29,29,31.4,0,11.2,150,,0,62.06
31,31,31,32.4,0,14.8,170,,0,48.88
31.2,31.2,31.2,34.2,0,14.8,110,10,20,55.71
32,32,32,33.5,0,14.8,140,,0,46.18
32,32,32,32.9,0,16.6,100,10,27.5,43.38
31,31,31,33.2,0,17.2,97,10,31.7,52.56
33,33,33,34,0,18.4,100,10,27.5,41
32,32,32,33.5,0,18.4,80,10,27.5,46.18
31,31,31,32.4,0,16.6,97,10,38.3,48.67
30,30,30,30.8,0,14.8,110,10,27.5,48.62
30,30,30,32.6,0,25.9,120,10,27.5,58.58
29.2,29.2,29.2,31.9,0,21,117,10,38.3,63
28,28,28,30.7,0,14.8,100,10,27.5,69.92
28,28,28,30.1,0,11.2,130,,0,65.77
27.1,27.1,27.1,28.8,0,1.2,60,10,20,66.95
26,26,26,,0,5.4,250,,0,69.55
26,26,26,,0,11.2,220,,0,73.97
25.2,25.2,25.2,,0,11.2,233,10,20,80.15
